idContract,branch,client,workerName,idWorker,startDate,endDate,endDateActual,weeklyHours,internalSales,hourlyCost,hourlyPrice,SnapshotDate
"21168","Sud1","Client19","Luca Colombo","122","2023-12-24","","","15","SalesLuigi","21","29","2025-01-01"
"21169","Sud2","Client50","Anna Esposito","370","2022-11-27","2023-07-08","2023-07-08","10","SalesMarco","28","31","2025-01-01"
"21170","Sud1","Client18","Paolo Rossi","441","2022-01-16","","","15","SalesElena","23","32","2025-01-01"
"21171","Nord1","Client98","Matteo Romano","309","2022-06-15","2023-06-11","2023-06-11","15","SalesPaolo","18","23","2025-01-01"
"21172","Nord1","BigClientB","Davide Verdi","404","2023-05-26","2023-09-02","2023-09-02","26","SalesPaolo","27","28","2025-01-01"
"21173","Nord1","Client34","Francesca Ferrari","174","2021-04-01","2021-09-12","2021-09-12","15","SalesPaolo","15","24","2025-01-01"
"21174","Sud1","Client69","Francesca Russo","364","2021-12-29","","","34","SalesLuigi","16","18","2025-01-01"
"21175","Sud2","Client36","Davide Marino","362","2020-07-04","2020-12-12","2020-12-12","26","SalesMarco","25","26","2025-01-01"
"21176","Sud1","Client45","Elena Verdi","328","2024-09-06","2025-03-08","2025-03-08","2","SalesElena","27","36","2025-01-01"
"21177","Nord2","Client43","Giulia Russo","331","2022-10-27","2023-09-18","2023-09-18","2","SalesMarco","18","26","2025-01-01"
"21178","Nord1","Client62","Giulia Marino","418","2022-11-11","2023-08-14","2023-08-14","1","SalesAnna","24","30","2025-01-01"
"21179","Nord1","Client77","Marco Colombo","162","2023-09-26","2024-03-26","2024-01-12","10","SalesPaolo","18","25","2025-01-01"
"21180","Sud1","Client79","Matteo Marino","401","2024-02-03","2024-12-29","2024-10-14","15","SalesElena","28","34","2025-01-01"
"21181","Sud2","Client22","Anna Bianchi","155","2024-03-20","2024-06-01","2024-06-01","1","SalesGiulia","17","22","2025-01-01"
"21182","Sud2","Client43","Francesca Bianchi","238","2020-01-07","2020-07-19","2020-07-19","15","SalesGiulia","23","29","2025-01-01"
"21183","Sud3","Client12","Giulia Romano","435","2020-12-04","2021-02-25","2021-02-10","40","SalesMario","28","34","2025-01-01"
"21184","Nord1","BigClientB","Davide Rossi","195","2024-01-12","2024-07-25","2024-07-25","1","SalesPaolo","23","30","2025-01-01"
"21185","Nord1","BigClientA","Francesca Verdi","131","2022-03-04","2022-10-23","2022-10-23","40","SalesPaolo","19","21","2025-01-01"
"21186","Nord3","Client93","Davide Esposito","496","2023-04-10","2024-02-28","2024-01-21","10","SalesLuca","20","25","2025-01-01"
"21187","Sud1","Client76","Sara Bianchi","346","2022-04-06","2022-09-23","2022-06-23","26","SalesElena","17","25","2025-01-01"
"21188","Sud3","Client39","Matteo Esposito","174","2020-12-06","2021-10-10","2021-10-10","10","SalesMario","21","23","2025-01-01"
"21189","Sud3","Client6","Paolo Ricci","198","2021-10-19","2022-02-07","2022-02-07","26","SalesElena","21","24","2025-01-01"
"21190","Sud3","Client28","Marco Ferrari","408","2023-06-01","2024-05-02","2024-05-02","1","SalesElena","26","33","2025-01-01"
"21191","Sud1","Client60","Matteo Esposito","307","2024-06-18","2024-08-24","2024-08-24","10","SalesLuigi","18","21","2025-01-01"
"21192","Nord2","Client4","Davide Esposito","244","2020-10-05","","","15","SalesGiulia","21","22","2025-01-01"
"21193","Nord2","Client16","Anna Marino","458","2023-11-27","2024-10-16","2024-10-16","15","SalesMarco","20","22","2025-01-01"
"21194","Nord3","Client52","Luca Romano","486","2021-09-06","2021-11-22","2021-11-22","34","SalesMario","22","31","2025-01-01"
"21195","Nord2","Client95","Sara Verdi","152","2022-11-02","","","34","SalesGiulia","16","15","2025-01-01"
"21196","Nord1","Client91","Elena Marino","191","2023-01-21","2023-10-24","2023-10-24","34","SalesAnna","17","19","2025-01-01"
"21197","Nord1","Client16","Paolo Marino","369","2022-11-18","2023-03-29","2022-11-24","34","SalesAnna","23","25","2025-01-01"
"21198","Sud3","Client94","Francesca Colombo","378","2023-12-07","2024-04-09","2024-01-21","34","SalesElena","17","15","2025-01-01"
"21199","Sud2","Client34","Elena Esposito","106","2022-05-02","2022-09-05","2022-09-05","10","SalesGiulia","19","21","2025-01-01"
"21200","Sud1","Client84","Elena Marino","295","2021-09-21","2021-11-05","2021-10-27","1","SalesElena","24","28","2025-01-01"
"21201","Sud3","Client48","Giulia Romano","133","2023-02-08","2023-11-19","2023-11-19","10","SalesMario","19","26","2025-01-01"
"21202","Nord1","Client68","Elena Bianchi","272","2022-01-18","2022-09-15","2022-09-15","1","SalesAnna","29","37","2025-01-01"
"21203","Nord2","Client76","Matteo Colombo","344","2020-02-01","","","26","SalesGiulia","27","29","2025-01-01"
"21204","Nord1","BigClientB","Matteo Colombo","254","2023-09-05","2023-10-12","2023-10-12","40","SalesAnna","25","31","2025-01-01"
"21205","Nord2","Client72","Sara Ricci","236","2024-07-06","2025-05-18","2025-05-18","10","SalesGiulia","18","22","2025-01-01"
"21206","Sud1","Client76","Paolo Colombo","270","2022-02-26","2022-08-29","2022-08-29","10","SalesElena","29","38","2025-01-01"
"21207","Nord2","Client74","Luca Colombo","234","2020-01-07","2020-09-15","2020-09-15","26","SalesGiulia","25","33","2025-01-01"
"21208","Nord3","Client40","Davide Ricci","461","2023-09-20","2024-02-07","2024-02-07","34","SalesLuca","24","30","2025-01-01"
"21209","Sud1","Client42","Sara Marino","138","2022-01-11","2022-03-15","2022-03-01","40","SalesLuigi","29","30","2025-01-01"
"21210","Sud1","Client68","Francesca Ferrari","453","2022-03-14","2022-07-22","2022-07-22","10","SalesLuigi","18","26","2025-01-01"
"21211","Nord2","Client48","Marco Russo","181","2022-07-03","2022-11-10","2022-08-08","26","SalesGiulia","16","12","2025-01-01"
"21212","Nord3","Client57","Anna Rossi","404","2020-12-18","2021-01-29","2021-01-29","40","SalesLuca","19","22","2025-01-01"
"21213","Nord2","Client25","Francesca Russo","488","2021-10-07","2022-08-22","2022-08-22","15","SalesGiulia","20","16","2025-01-01"
"21214","Sud3","Client8","Giulia Ricci","476","2023-09-13","2024-09-02","2024-09-02","40","SalesElena","24","28","2025-01-01"
"21215","Sud1","Client66","Luca Ricci","162","2020-01-10","2020-05-17","2020-05-17","26","SalesElena","19","20","2025-01-01"
"21216","Nord3","Client86","Luca Ferrari","484","2020-12-19","2021-10-15","2021-10-15","34","SalesLuca","27","36","2025-01-01"
"21217","Sud3","Client18","Marco Verdi","299","2021-06-10","2022-02-20","2022-02-20","2","SalesMario","19","20","2025-01-01"
"21218","Nord1","Client37","Anna Colombo","304","2023-01-10","2023-07-29","2023-07-29","34","SalesPaolo","23","25","2025-01-01"
"21219","Sud3","Client8","Davide Esposito","141","2023-03-05","2023-11-15","2023-11-15","15","SalesMario","16","14","2025-01-01"
"21220","Nord1","BigClientB","Elena Verdi","172","2022-11-09","2023-02-18","2023-02-18","40","SalesAnna","26","31","2025-01-01"
"21221","Nord1","Client12","Francesca Ricci","133","2021-12-24","2022-08-26","2022-08-26","10","SalesAnna","24","30","2025-01-01"
"21222","Nord3","Client71","Elena Marino","383","2022-11-26","2023-08-12","2023-08-12","2","SalesLuca","16","12","2025-01-01"
"21223","Sud2","Client3","Paolo Russo","353","2024-06-16","2025-01-25","2024-12-09","26","SalesMarco","28","34","2025-01-01"
"21224","Nord1","Client76","Elena Colombo","235","2023-07-08","2024-01-30","2024-01-30","1","SalesPaolo","18","21","2025-01-01"
"21225","Sud3","Client37","Marco Colombo","415","2021-04-30","2022-04-24","2022-04-24","40","SalesMario","21","27","2025-01-01"
"21226","Nord1","BigClientA","Giulia Verdi","295","2024-09-15","2025-04-25","2025-04-25","40","SalesAnna","17","19","2025-01-01"
"21227","Nord1","Client24","Giulia Rossi","217","2023-05-21","2023-06-29","2023-06-29","34","SalesPaolo","21","25","2025-01-01"
"21228","Nord2","Client40","Marco Russo","497","2022-11-23","2023-03-19","2023-03-19","2","SalesMarco","15","17","2025-01-01"
"21229","Sud1","Client39","Giulia Bianchi","421","2020-08-24","","","34","SalesElena","27","35","2025-01-01"
"21230","Sud1","Client11","Matteo Ferrari","165","2021-03-08","2021-12-09","2021-03-24","26","SalesElena","15","24","2025-01-01"
"21231","Sud2","Client35","Paolo Bianchi","155","2021-04-20","","","26","SalesMarco","28","32","2025-01-01"
"21232","Sud3","Client97","Matteo Romano","454","2024-01-11","","","15","SalesMario","26","25","2025-01-01"
"21233","Sud3","Client32","Paolo Russo","415","2021-09-06","2022-06-11","2022-06-11","10","SalesMario","23","19","2025-01-01"
"21234","Nord1","BigClientA","Anna Rossi","412","2023-03-31","2024-02-01","2024-02-01","2","SalesPaolo","17","24","2025-01-01"
"21235","Sud3","Client19","Davide Esposito","264","2024-03-14","2024-05-03","2024-03-25","1","SalesElena","17","20","2025-01-01"
"21236","Nord2","Client13","Sara Verdi","251","2022-04-10","2023-02-19","2023-02-19","2","SalesGiulia","26","29","2025-01-01"
"21237","Nord2","Client51","Francesca Ferrari","392","2022-12-14","2023-07-11","2023-07-11","34","SalesMarco","19","22","2025-01-01"
"21238","Nord3","Client81","Paolo Romano","393","2023-10-05","2024-09-08","2024-03-29","2","SalesLuca","29","37","2025-01-01"
"21239","Sud1","Client4","Francesca Ricci","428","2021-07-05","2021-12-22","2021-12-22","26","SalesElena","16","24","2025-01-01"
"21240","Sud1","Client18","Luca Ferrari","378","2021-11-18","2022-02-16","2022-02-16","2","SalesLuigi","22","23","2025-01-01"
"21241","Sud1","Client72","Francesca Marino","330","2023-12-10","2024-08-20","2024-05-17","40","SalesLuigi","21","17","2025-01-01"
"21242","Nord2","Client97","Francesca Esposito","474","2022-11-19","2023-07-21","2023-07-21","34","SalesGiulia","19","22","2025-01-01"
"21243","Sud2","Client73","Luca Russo","213","2020-10-21","2021-01-20","2021-01-20","10","SalesMarco","21","28","2025-01-01"
"21244","Nord2","Client20","Paolo Bianchi","363","2020-02-11","2020-06-24","2020-06-24","15","SalesGiulia","23","22","2025-01-01"
"21245","Nord3","Client91","Sara Marino","211","2020-11-14","2021-08-08","2021-08-08","1","SalesLuca","26","35","2025-01-01"
"21246","Nord1","BigClientA","Davide Rossi","427","2020-03-17","","","1","SalesPaolo","17","23","2025-01-01"
"21247","Nord2","Client96","Elena Esposito","366","2023-07-27","2024-06-11","2023-12-21","15","SalesGiulia","29","31","2025-01-01"
"21248","Sud1","Client28","Davide Bianchi","206","2020-10-31","2021-01-19","2021-01-19","2","SalesElena","29","31","2025-01-01"
"21249","Sud3","Client2","Elena Bianchi","381","2021-08-20","2022-04-02","2022-04-02","2","SalesElena","21","27","2025-01-01"
"21250","Nord2","Client40","Luca Colombo","165","2023-11-23","2024-04-07","2024-04-07","15","SalesMarco","15","21","2025-01-01"
"21251","Sud1","Client34","Davide Ferrari","275","2020-05-17","2021-02-09","2020-10-02","10","SalesElena","21","23","2025-01-01"
"21252","Sud3","Client20","Matteo Esposito","184","2021-02-12","2021-06-23","2021-06-23","15","SalesElena","28","33","2025-01-01"
"21253","Nord3","Client33","Davide Rossi","324","2021-12-07","2022-05-26","2022-05-26","1","SalesMario","25","33","2025-01-01"
"21254","Sud1","Client55","Giulia Ferrari","392","2021-12-16","2022-06-18","2022-06-03","15","SalesLuigi","18","26","2025-01-01"
"21255","Sud3","Client71","Davide Rossi","162","2020-02-19","2020-10-13","2020-08-01","1","SalesMario","29","38","2025-01-01"
"21256","Sud3","Client59","Luca Ricci","132","2022-02-03","2022-11-01","2022-11-01","2","SalesMario","23","22","2025-01-01"
"21257","Sud2","Client36","Matteo Verdi","433","2023-02-23","2023-08-19","2023-08-19","26","SalesGiulia","18","16","2025-01-01"
"21258","Nord3","Client89","Luca Esposito","474","2021-02-09","2021-09-29","2021-09-29","26","SalesLuca","26","30","2025-01-01"
"21259","Nord1","Client78","Elena Ricci","388","2022-01-20","2023-01-12","2023-01-12","15","SalesPaolo","19","24","2025-01-01"
"21260","Sud1","Client90","Paolo Ricci","410","2020-10-03","2020-12-22","2020-11-08","10","SalesLuigi","16","20","2025-01-01"
"21261","Sud1","Client23","Matteo Esposito","445","2020-08-31","2021-07-09","2021-07-09","40","SalesLuigi","25","31","2025-01-01"
"21262","Nord2","Client24","Davide Russo","241","2021-06-24","2022-02-05","2022-02-05","10","SalesMarco","27","28","2025-01-01"
"21263","Sud2","Client98","Francesca Ricci","274","2024-06-26","2024-08-27","2024-08-27","40","SalesMarco","15","16","2025-01-01"
"21264","Nord2","Client71","Sara Ferrari","294","2024-04-23","2025-02-20","2025-02-20","2","SalesMarco","20","27","2025-01-01"
"21265","Sud3","Client83","Luca Bianchi","347","2020-07-24","2020-11-06","2020-11-06","40","SalesElena","27","36","2025-01-01"
"21266","Nord2","Client16","Elena Esposito","341","2023-10-30","2024-07-05","2024-07-05","34","SalesGiulia","24","33","2025-01-01"
"21267","Sud3","Client61","Anna Colombo","464","2021-11-06","","","10","SalesElena","27","35","2025-01-01"
"21268","Sud1","Client98","Anna Ricci","487","2024-01-28","2024-07-20","2024-07-20","1","SalesElena","27","29","2025-01-01"
"21269","Sud1","Client45","Matteo Romano","247","2024-06-13","2025-02-21","2025-02-21","34","SalesLuigi","25","27","2025-01-01"
"21270","Nord2","Client7","Francesca Russo","421","2024-05-04","2024-07-16","2024-05-30","15","SalesMarco","24","29","2025-01-01"
"21271","Nord3","Client33","Anna Ricci","182","2021-10-12","2022-05-23","2022-05-23","34","SalesLuca","19","22","2025-01-01"
"21272","Sud1","Client47","Francesca Marino","421","2023-03-12","","","40","SalesElena","27","24","2025-01-01"
"21273","Sud2","Client21","Davide Romano","381","2020-09-03","2021-02-16","2020-12-31","34","SalesGiulia","26","25","2025-01-01"
"21274","Nord3","Client71","Elena Ricci","203","2023-02-27","2023-11-28","2023-11-28","26","SalesLuca","19","20","2025-01-01"
"21275","Sud2","Client47","Elena Verdi","457","2023-02-01","2023-10-15","2023-09-19","40","SalesGiulia","16","22","2025-01-01"
"21276","Sud2","Client28","Paolo Bianchi","425","2021-06-28","","","2","SalesGiulia","15","23","2025-01-01"
"21277","Nord1","Client83","Davide Russo","478","2023-10-20","2024-07-03","2024-07-03","40","SalesPaolo","16","25","2025-01-01"
"21278","Nord2","Client48","Davide Esposito","331","2022-07-04","2023-02-14","2023-02-14","2","SalesMarco","15","20","2025-01-01"
"21279","Sud3","Client13","Paolo Bianchi","277","2024-09-24","2024-12-15","2024-12-15","40","SalesMario","29","34","2025-01-01"
"21280","Sud1","Client76","Giulia Romano","237","2021-01-20","2021-08-13","2021-08-13","2","SalesElena","23","27","2025-01-01"
"21281","Nord2","Client58","Anna Romano","197","2024-05-11","2025-01-03","2024-12-29","15","SalesMarco","15","23","2025-01-01"
"21282","Sud2","Client9","Luca Verdi","111","2024-06-17","2024-11-03","2024-11-03","1","SalesMarco","26","27","2025-01-01"
"21283","Sud2","Client58","Matteo Esposito","356","2024-11-20","2025-03-12","2024-12-16","10","SalesMarco","29","38","2025-01-01"
"21284","Sud2","Client71","Marco Marino","265","2022-10-09","","","2","SalesGiulia","18","21","2025-01-01"
"21285","Sud1","Client41","Matteo Ricci","183","2023-09-12","2024-08-26","2024-08-26","1","SalesElena","25","26","2025-01-01"
"21286","Nord2","Client59","Giulia Ferrari","295","2024-04-02","2024-10-01","2024-10-01","34","SalesGiulia","27","36","2025-01-01"
"21287","Sud3","Client6","Paolo Marino","217","2023-06-12","2024-03-18","2024-03-18","2","SalesMario","29","35","2025-01-01"
"21288","Nord3","Client63","Davide Romano","497","2023-11-13","2024-04-21","2024-04-21","26","SalesLuca","27","36","2025-01-01"
"21289","Sud3","Client49","Matteo Marino","355","2023-01-18","2023-11-06","2023-03-16","34","SalesElena","29","28","2025-01-01"
"21290","Nord3","Client26","Francesca Rossi","468","2024-09-10","2025-01-17","2025-01-17","34","SalesMario","26","34","2025-01-01"
"21291","Nord1","Client9","Francesca Esposito","443","2023-06-05","2023-12-17","2023-12-17","10","SalesPaolo","26","24","2025-01-01"
"21292","Sud2","Client86","Paolo Verdi","448","2024-12-29","2025-12-21","2025-12-21","1","SalesMarco","16","25","2025-01-01"
"21293","Sud2","Client17","Sara Colombo","285","2021-11-02","2022-08-14","2022-05-01","10","SalesMarco","23","28","2025-01-01"
"21294","Sud3","Client22","Luca Esposito","330","2022-06-10","2023-04-27","2023-04-27","34","SalesElena","21","24","2025-01-01"
"21295","Nord3","Client59","Francesca Romano","159","2024-04-14","2025-03-19","2024-12-27","10","SalesLuca","17","21","2025-01-01"
"21296","Sud3","Client15","Francesca Russo","438","2020-01-15","2020-03-25","2020-03-25","2","SalesMario","27","24","2025-01-01"
"21297","Sud2","Client25","Sara Marino","473","2023-06-08","2023-09-01","2023-09-01","26","SalesGiulia","20","29","2025-01-01"
"21298","Sud3","Client23","Elena Verdi","188","2022-02-16","2022-11-15","2022-07-10","15","SalesElena","24","30","2025-01-01"
"21299","Nord2","Client76","Giulia Bianchi","190","2020-03-21","2021-02-21","2021-02-21","26","SalesMarco","21","28","2025-01-01"
"21300","Nord3","Client11","Sara Rossi","494","2024-02-09","2024-09-09","2024-09-09","40","SalesMario","21","22","2025-01-01"
"21301","Sud1","Client50","Sara Rossi","364","2020-03-17","2020-06-05","2020-06-05","2","SalesLuigi","25","26","2025-01-01"
"21302","Nord2","Client58","Giulia Colombo","439","2020-12-18","2021-12-16","2021-07-04","34","SalesGiulia","28","30","2025-01-01"
"21303","Sud3","Client70","Luca Verdi","460","2021-03-15","2022-01-24","2022-01-24","2","SalesElena","16","17","2025-01-01"
"21304","Nord3","Client24","Matteo Marino","351","2020-07-10","2020-10-12","2020-08-22","26","SalesLuca","22","29","2025-01-01"
"21305","Nord1","BigClientA","Sara Verdi","423","2021-03-08","","","1","SalesPaolo","17","24","2025-01-01"
"21306","Nord1","Client15","Luca Bianchi","297","2021-07-25","2022-07-15","2022-06-23","2","SalesPaolo","21","30","2025-01-01"
"21307","Sud2","Client13","Matteo Ferrari","441","2022-02-28","2022-08-07","2022-08-07","15","SalesMarco","19","15","2025-01-01"
"21308","Sud3","Client14","Giulia Russo","429","2021-11-09","2022-09-18","2022-09-18","15","SalesElena","27","31","2025-01-01"
"21309","Nord1","Client17","Luca Ricci","360","2021-02-10","2022-02-08","2022-02-08","26","SalesPaolo","19","20","2025-01-01"
"21310","Nord1","BigClientB","Matteo Rossi","253","2024-06-03","2025-03-27","2025-03-27","40","SalesPaolo","17","26","2025-01-01"
"21311","Sud2","Client12","Sara Romano","185","2023-11-29","2024-07-15","2024-06-03","1","SalesMarco","21","24","2025-01-01"
"21312","Sud3","Client49","Luca Russo","362","2021-06-11","","","2","SalesElena","15","18","2025-01-01"
"21313","Nord3","Client50","Francesca Ricci","469","2021-07-01","2022-05-09","2022-05-09","15","SalesMario","23","22","2025-01-01"
"21314","Sud2","Client2","Matteo Ricci","499","2023-04-02","2023-06-26","2023-06-19","26","SalesGiulia","16","22","2025-01-01"
"21315","Sud1","Client36","Elena Ricci","470","2024-07-08","2025-04-29","2025-04-29","15","SalesElena","21","17","2025-01-01"
"21316","Nord2","Client84","Anna Bianchi","375","2022-11-29","2023-10-20","2023-10-20","26","SalesMarco","22","23","2025-01-01"
"21317","Nord1","Client31","Paolo Ricci","301","2022-06-23","2022-09-01","2022-09-01","1","SalesPaolo","17","20","2025-01-01"
"21318","Sud1","Client57","Luca Romano","336","2020-08-03","2021-02-04","2020-12-09","26","SalesElena","24","26","2025-01-01"
"21319","Nord1","Client26","Matteo Colombo","448","2024-07-02","","","2","SalesPaolo","21","23","2025-01-01"
"21320","Sud2","Client19","Elena Marino","372","2024-04-18","2024-10-06","2024-10-06","1","SalesGiulia","27","24","2025-01-01"
"21321","Sud3","Client59","Luca Ferrari","266","2022-01-03","2022-11-24","2022-11-24","34","SalesMario","20","29","2025-01-01"
"21322","Nord2","Client28","Sara Bianchi","336","2020-01-21","2020-08-04","2020-08-04","15","SalesGiulia","26","30","2025-01-01"
"21323","Nord1","BigClientA","Marco Esposito","495","2021-12-31","2022-08-12","2022-08-12","1","SalesPaolo","25","22","2025-01-01"
"21324","Nord1","Client23","Anna Russo","212","2024-09-25","2025-01-22","2025-01-22","26","SalesPaolo","26","33","2025-01-01"
"21325","Sud2","Client52","Elena Romano","187","2020-05-26","2021-04-07","2021-04-07","2","SalesGiulia","18","27","2025-01-01"
"21326","Nord3","Client17","Luca Ricci","243","2021-06-24","2022-04-14","2022-04-14","40","SalesMario","22","31","2025-01-01"
"21327","Nord3","Client95","Matteo Russo","274","2023-07-02","2024-06-24","2024-06-24","26","SalesMario","23","19","2025-01-01"
"21328","Nord2","Client47","Luca Ricci","454","2020-04-29","2021-03-01","2021-03-01","10","SalesGiulia","27","32","2025-01-01"
"21329","Sud3","Client65","Anna Verdi","297","2021-10-19","2022-03-12","2022-03-12","34","SalesMario","17","19","2025-01-01"
"21330","Sud2","Client58","Francesca Romano","359","2020-06-28","2021-04-15","2021-04-15","26","SalesMarco","15","24","2025-01-01"
"21331","Sud3","Client51","Davide Rossi","196","2023-10-07","2024-06-20","2024-06-20","34","SalesElena","28","36","2025-01-01"
"21332","Sud2","Client11","Sara Marino","455","2021-04-01","2021-12-29","2021-12-29","1","SalesMarco","28","35","2025-01-01"
"21333","Nord1","BigClientB","Giulia Russo","213","2022-05-13","2022-06-13","2022-06-13","2","SalesPaolo","28","32","2025-01-01"
"21334","Nord2","Client4","Giulia Romano","333","2024-08-15","","","10","SalesMarco","28","35","2025-01-01"
"21335","Sud1","Client74","Paolo Russo","286","2020-04-16","","","2","SalesElena","18","26","2025-01-01"
"21336","Nord2","Client61","Elena Bianchi","313","2020-02-06","2020-08-14","2020-05-18","10","SalesGiulia","27","25","2025-01-01"
"21337","Sud2","Client52","Giulia Bianchi","141","2024-07-29","2025-03-14","2025-01-16","10","SalesMarco","17","18","2025-01-01"
"21338","Sud1","Client65","Paolo Esposito","475","2022-03-05","2022-05-03","2022-05-03","26","SalesLuigi","19","24","2025-01-01"
"21339","Nord2","Client42","Sara Bianchi","423","2021-05-24","2021-08-11","2021-06-05","2","SalesGiulia","23","19","2025-01-01"
"21340","Sud2","Client1","Marco Ferrari","330","2022-09-26","","","2","SalesMarco","29","37","2025-01-01"
"21341","Sud2","Client55","Davide Ricci","117","2023-02-28","2023-06-17","2023-06-17","2","SalesMarco","24","32","2025-01-01"
"21342","Sud1","Client36","Davide Russo","139","2020-01-14","2020-03-28","2020-03-28","10","SalesElena","16","18","2025-01-01"
"21343","Sud3","Client90","Paolo Romano","308","2022-03-14","2022-08-05","2022-08-05","15","SalesElena","22","28","2025-01-01"
"21344","Sud2","Client13","Giulia Marino","306","2021-10-09","2022-09-12","2022-01-24","26","SalesMarco","20","27","2025-01-01"
"21345","Sud3","Client34","Paolo Ferrari","481","2021-03-23","2022-03-16","2021-11-19","1","SalesElena","20","29","2025-01-01"
"21346","Nord1","BigClientA","Giulia Marino","405","2024-08-27","2024-12-27","2024-12-27","10","SalesPaolo","26","30","2025-01-01"
"21347","Sud3","Client48","Marco Ferrari","447","2022-08-15","2022-12-15","2022-08-18","1","SalesElena","28","31","2025-01-01"
"21348","Sud1","Client48","Francesca Bianchi","299","2024-08-23","2024-11-14","2024-11-14","1","SalesLuigi","22","25","2025-01-01"
"21349","Nord1","BigClientA","Marco Esposito","262","2023-03-27","2024-01-13","2024-01-13","10","SalesAnna","23","28","2025-01-01"
"21350","Nord2","Client23","Sara Bianchi","216","2020-12-28","2021-06-26","2021-06-26","40","SalesMarco","28","29","2025-01-01"
"21351","Sud1","Client41","Davide Verdi","399","2021-12-20","2022-09-29","2022-09-29","15","SalesLuigi","27","30","2025-01-01"
"21352","Nord3","Client1","Giulia Verdi","453","2022-11-23","2023-11-04","2023-11-04","34","SalesMario","25","27","2025-01-01"
"21353","Nord2","Client68","Anna Bianchi","215","2022-05-14","2022-08-07","2022-08-07","1","SalesMarco","28","32","2025-01-01"
"21354","Nord3","Client5","Marco Esposito","195","2022-02-04","2022-09-18","2022-09-18","1","SalesMario","23","29","2025-01-01"
"21355","Nord1","Client5","Marco Bianchi","387","2020-04-05","2021-02-14","2021-02-14","10","SalesPaolo","26","32","2025-01-01"
"21356","Sud1","Client41","Matteo Colombo","402","2022-12-25","2023-06-08","2023-06-08","10","SalesElena","19","20","2025-01-01"
"21357","Nord2","Client4","Giulia Rossi","414","2021-07-04","2021-09-17","2021-08-25","34","SalesMarco","20","26","2025-01-01"
"21358","Sud3","Client36","Anna Russo","254","2020-11-19","2021-06-17","2021-06-17","2","SalesElena","28","32","2025-01-01"
"21359","Sud2","Client80","Luca Marino","158","2020-10-19","2021-10-07","2021-01-03","1","SalesMarco","16","25","2025-01-01"
"21360","Sud2","Client91","Elena Ferrari","400","2023-04-20","2023-12-29","2023-10-08","34","SalesMarco","27","30","2025-01-01"
"21361","Nord1","Client71","Davide Bianchi","493","2021-01-05","2021-04-02","2021-04-02","15","SalesPaolo","17","26","2025-01-01"
"21362","Sud2","Client7","Marco Verdi","474","2022-11-23","2023-04-24","2023-03-09","1","SalesGiulia","27","28","2025-01-01"
"21363","Sud1","Client38","Matteo Marino","112","2022-07-09","2023-04-05","2023-04-05","26","SalesLuigi","21","26","2025-01-01"
"21364","Nord2","Client27","Francesca Romano","383","2023-07-10","2024-03-19","2023-10-12","34","SalesMarco","24","30","2025-01-01"
"21365","Nord1","Client82","Matteo Ferrari","330","2024-05-02","2024-06-28","2024-06-28","34","SalesAnna","15","24","2025-01-01"
"21366","Nord3","Client24","Francesca Russo","455","2021-12-24","2022-08-17","2022-03-28","2","SalesLuca","19","21","2025-01-01"
"21367","Sud2","Client13","Anna Marino","224","2024-09-03","2025-01-21","2025-01-21","26","SalesGiulia","20","25","2025-01-01"
"21368","Nord2","Client30","Davide Bianchi","275","2022-10-08","2023-06-16","2023-06-16","2","SalesGiulia","17","22","2025-01-01"
"21369","Nord2","Client48","Marco Romano","150","2020-01-10","2020-11-09","2020-04-19","15","SalesGiulia","16","20","2025-01-01"
"21370","Nord2","Client34","Anna Rossi","237","2021-06-29","2021-11-03","2021-07-22","15","SalesGiulia","23","29","2025-01-01"
"21371","Nord1","Client23","Paolo Rossi","208","2024-04-25","","","26","SalesPaolo","17","22","2025-01-01"
"21372","Sud1","Client2","Giulia Verdi","312","2024-06-25","2025-03-14","2025-03-14","2","SalesLuigi","24","23","2025-01-01"
"21373","Sud3","Client77","Matteo Rossi","376","2024-11-03","2025-04-23","2025-04-23","1","SalesElena","29","26","2025-01-01"
"21374","Sud2","Client50","Matteo Verdi","207","2022-05-07","2022-10-19","2022-06-13","34","SalesGiulia","24","31","2025-01-01"
"21375","Sud3","Client84","Giulia Verdi","413","2020-07-05","2021-06-22","2020-10-28","10","SalesMario","15","21","2025-01-01"
"21376","Sud3","Client89","Elena Verdi","346","2020-08-20","2021-07-03","2021-07-03","1","SalesMario","18","27","2025-01-01"
"21377","Sud1","Client61","Giulia Marino","300","2021-01-21","2021-05-09","2021-02-19","15","SalesLuigi","19","28","2025-01-01"
"21378","Sud3","Client43","Davide Verdi","184","2024-06-26","","","10","SalesElena","29","31","2025-01-01"
"21379","Nord2","Client76","Matteo Bianchi","192","2024-04-21","2024-11-04","2024-11-04","15","SalesMarco","17","18","2025-01-01"
"21380","Nord3","Client52","Paolo Ferrari","401","2021-04-17","","","2","SalesLuca","18","20","2025-01-01"
"21381","Nord1","Client43","Matteo Verdi","220","2022-08-07","2023-01-27","2022-10-15","1","SalesPaolo","16","19","2025-01-01"
"21382","Sud2","Client68","Matteo Rossi","156","2020-02-11","2020-09-23","2020-08-30","10","SalesGiulia","20","16","2025-01-01"
"21383","Sud3","Client75","Marco Verdi","190","2021-06-16","2021-07-16","2021-06-20","1","SalesMario","26","23","2025-01-01"
